word	value
scurry	3	100.0
ramifications	1	73.3333333333
oscarwinnerjulia	3	100.0
~nekotakuto	-3	100.0
characterdennis	-3	100.0
late19th	3	100.0
selfreliant	-3	100.0
containing	0	52.380952381
afterhours	3	100.0
impacciatore	3	100.0
gossipers	-3	100.0
inventory	-1	66.6666666667
chipper	0	50.0
freedomloving	-3	100.0
unforgetable	3	100.0
raymarkovitch	3	100.0
eightgrader	-3	100.0
niros	-1	66.6666666667
monotonic	-3	100.0
angstfilled	-3	100.0
motherthing	-3	100.0
popart	0	50.0
riffs	0	58.3333333333
deadwood	1	75.0
cassevetes	2	83.3333333333
deleon	3	100.0
nazioccupied	0	50.0
obvilubuly	3	100.0
cleverish	3	100.0
evereven	-3	100.0
legitamit	-3	100.0
vetchy	3	100.0
embarrassments	3	100.0
forceful	1	72.7272727273
limburger	1	71.4285714286
werewolves	-1	72.3404255319
boxer	0	62.5
greatest	1	75.1651254954
mathews	-1	66.6666666667
fistfight	0	50.0
shadowed	0	50.0
1hr	0	60.0
darndest	-3	100.0
thoughespecially	3	100.0
worldvision	3	100.0
amami	0	50.0
frizzed	3	100.0
grunski	-3	100.0
preapocalyptic	3	100.0
pontecorvos	3	100.0
campbell	0	58.6206896552
playtime	0	50.0
lycans	-6	100.0
harrytype	3	100.0
40watt	-3	100.0
begeistret	-6	100.0
moonbeam	3	100.0
stevensonjohn	3	100.0
irrelevancies	-3	100.0
doubletake	3	100.0
misportrayal	3	100.0
brainstorming	-3	100.0
keyser	-3	100.0
lotharios	-3	100.0
morrisseys	0	50.0
predatoralien	-3	100.0
cramer	-3	100.0
karamzov	-3	100.0
bands	0	62.6262626263
heromale	-3	100.0
 as	3	100.0
busey	0	56.5217391304
apoppin	-3	100.0
tomlyn	-3	100.0
racketeers	3	100.0
rockbottom	-2	85.7142857143
sanitary	-3	100.0
banda	3	100.0
befit	3	100.0
amok	-1	62.0689655172
aclass	3	100.0
negoda	6	100.0
teeniest	-3	100.0
amon	3	100.0
swill	-1	72.7272727273
amol	3	100.0
honestly	-1	68.4782608696
howlariously	-3	100.0
^%	-3	100.0
specific	0	64.1379310345
protojulie	3	100.0
mosquito	0	63.6363636364
kathtren	-3	100.0
amos	0	63.6363636364
jackassbr	-3	100.0
thornbirds	-3	100.0
meetsthrough	3	100.0
stereotype	-1	68.1034482759
paltrow	-1	77.7777777778
clubs	0	69.8412698413
squeakyvoiced	0	66.6666666667
displeasure	-1	68.4210526316
escape	0	55.0173010381
24hour	3	100.0
truecrime	3	100.0
wha	-3	100.0
yangstze	3	100.0
commonlogicbedamned	3	100.0
memos	-3	100.0
howbr	-3	100.0
hibernated	3	100.0
hefferman	-3	100.0
shamit	3	100.0
cord	2	88.2352941176
core	0	50.4201680672
cora	3	93.75
nuview	-3	100.0
corn	-2	87.012987013
watchingi	-3	100.0
cork	-1	61.5384615385
cort	3	100.0
beautifulbutdaffy	3	100.0
chipey	3	100.0
corp	1	75.0
coexisted	-3	100.0
watchings	3	100.0
watching}	3	100.0
inflections	3	100.0
cory	0	66.6666666667
meyer	-1	66.6666666667
russell	3	100.0
collectivity	3	100.0
carollas	-3	100.0
surround	0	61.9047619048
plently	3	100.0
misleading	-1	62.6666666667
genocide	0	50.0
logistical	-3	100.0
mmm	0	50.0
procon	-3	100.0
indivdual	3	100.0
httpfriderwaves	-3	100.0
balzacstyle	3	100.0
fatherteenage	-3	100.0
accommodate	0	55.5555555556
astins	3	100.0
laborers	1	71.4285714286
loopmusic	-3	100.0
rerstraints	-3	100.0
onehandedly	3	100.0
moeller	0	50.0
responsiblity	3	100.0
writingplot	-3	100.0
antireligious	0	66.6666666667
kjell	-3	100.0
scamper	-1	66.6666666667
multikazillion	3	100.0
girls14	-3	100.0
terribleacting	-3	100.0
headbone	3	100.0
torro	3	100.0
cinematographyis	-3	100.0
10disc	3	100.0
companeros	3	100.0
filmbased	3	100.0
pinkett	-1	60.0
heean	3	100.0
26th	3	100.0
parisand	-3	100.0
humiliate	-1	60.0
epods	2	85.7142857143
strafing	-1	75.0
comeons	-3	100.0
bids	1	75.0
gately	-3	100.0
duells	3	100.0
kitschy	-1	62.5
barrelergambon	3	100.0
excresence	-3	100.0
richardbr	3	100.0
brightly	0	57.1428571429
ensues	0	53.4090909091
caligola	-3	100.0
reenter	-3	100.0
hmm	-3	100.0
workshopped	3	100.0
nh	-3	100.0
nj	0	66.6666666667
nl	0	50.0
nm	6	100.0
landon	3	100.0
no	-1	62.9294755877
boilersuits	3	100.0
na	0	63.6363636364
commercials	-1	66.4233576642
nc	-1	70.0
fitzgerald	1	70.8333333333
ne	0	57.1428571429
ng	0	66.6666666667
ny	0	57.6271186441
nz	-3	100.0
binouche	3	100.0
vicodin	-3	100.0
haggardlooking	-3	100.0
nr	2	85.7142857143
ns	3	100.0
nt	3	100.0
nu	-6	100.0
pseudonym	-1	78.9473684211
evergreen	6	100.0
hosokawa	3	100.0
reconsider	0	66.6666666667
narroweyed	3	100.0
persisentily	-3	100.0
preceding	0	56.6666666667
eiffel	0	57.1428571429
exlife	3	100.0
geneticist	-3	100.0
antirepublicans	-3	100.0
trailers	0	56.9892473118
ribbing	3	100.0
endpaper	-3	100.0
saxophonist	-3	100.0
pros	-1	60.8695652174
footballteam	3	100.0
ensued	0	50.0
canines	-3	100.0
castrating	-3	100.0
jebus	-3	100.0
lászló	-3	100.0
georgetheyre	-3	100.0
horrorhater	3	100.0
featurewise	3	100.0
&61514	-3	100.0
ibbs	3	100.0
ouch	-1	68.0
livelihood	0	57.1428571429
jeremys	0	50.0
adjl	-6	100.0
mediumdistance	3	100.0
kulkarni	-1	66.6666666667
ventilator	-3	100.0
colleen	2	88.8888888889
gobsmacked	0	50.0
smet	3	100.0
mccalman	-3	100.0
telemarketing	-6	100.0
daysha	-3	100.0
romcom	0	60.0
potboilerinventive	-3	100.0
demet	-3	100.0
brenda	1	76.1904761905
agreei	-3	100.0
keyboardist	-3	100.0
directorable	3	100.0
backshootings	-3	100.0
straightout	-1	66.6666666667
catherines	0	64.2857142857
aglow	-3	100.0
scrawny	-2	87.5
reassemble	-3	100.0
nittygritty	-3	100.0
henderson	0	60.0
jessies	0	50.0
advantage	0	59.8639455782
doubleact	3	100.0
hissable	0	66.6666666667
ginsburg	0	66.6666666667
papermade	3	100.0
maskcovered	-3	100.0
sloppy	-1	69.0
wellkept	-3	100.0
richmonds	-3	100.0
operalike	-3	100.0
vodkadrinking	3	100.0
laddishness	3	100.0
lechuck	3	100.0
sighed	0	50.0
ofttold	-3	100.0
philippines	0	53.3333333333
inauspicious	-3	100.0
intangibles	3	100.0
accumulation	-1	66.6666666667
parrotalien	-3	100.0
sashaying	-1	66.6666666667
percival	2	80.0
palompon	3	100.0
heinz	0	66.6666666667
pms	-3	100.0
smiley´s	3	100.0
sensationalism	0	64.2857142857
sociopathic	-1	60.0
journalistic	2	81.8181818182
steppin	3	100.0
heino	3	100.0
prom	-1	70.2127659574
spectral	-3	100.0
distaste	2	80.0
choral	0	57.1428571429
animationbr	3	100.0
batallion	3	100.0
insultingbr	3	100.0
522	-3	100.0
funnyand	-3	100.0
zosch	6	100.0
diolouge	-3	100.0
hairy	-2	89.4736842105
angelina	0	57.5757575758
hair}	3	100.0
hair~	3	100.0
hairs	0	63.6363636364
karkoff	-3	100.0
tykes	0	50.0
actingplotdirectionwriting	-3	100.0
kahoonies	-3	100.0
hermetic	3	100.0
patakiwondering	-3	100.0
twentieth	1	75.0
boogaloo	0	50.0
madhuri	0	66.6666666667
wayes	-3	100.0
[	-3	100.0
cagily	3	100.0
jessup	3	100.0
arcadia	3	100.0
allboys	0	50.0
postww2	3	100.0
thirty	0	53.0303030303
awes	3	100.0
dublin	0	54.0540540541
weirs	0	66.6666666667
pseudoscience	-3	100.0
transgalactic	-3	100.0
descended	-1	66.6666666667
lingered	-1	66.6666666667
homesitting	-3	100.0
phew	-2	83.3333333333
weird	-1	60.4269293924
lowers	0	50.0
anjelicas	3	100.0
mcguire	0	55.0
shelled	0	50.0
snots	-3	100.0
lowery	1	75.0
threes	-1	60.0
1966	0	52.9411764706
candice	2	81.4814814815
1st	0	52.5
mindbr	3	100.0
shelley	-1	66.6666666667
quickanddirty	3	100.0
wellshot	1	77.7777777778
concoct	0	50.0
msw	-3	100.0
mst	-6	100.0
msr	-6	100.0
dalis	-3	100.0
wrongs	0	68.4210526316
msn	-3	100.0
dalio	0	66.6666666667
contrite	1	75.0
msg	-3	100.0
onetwo	0	50.0
deplores	3	100.0
champaignbottle	3	100.0
jrall	-3	100.0
rios	0	66.6666666667
authorscreenwriter	3	100.0
kerry	0	64.2857142857
riot	0	69.5652173913
riou	3	100.0
semivampire	3	100.0
revengestyle	-3	100.0
kerrs	3	100.0
polizioteschi	-3	100.0
downhearted	0	50.0
nicelyflowing	3	100.0
kerri	3	100.0
outofsync	0	50.0
demonizes	-3	100.0
rion	-3	100.0
studded	1	71.4285714286
japna	-3	100.0
befuddle	-3	100.0
meathead	0	50.0
refered	3	100.0
sandstorm	-1	66.6666666667
jumpmoment	-3	100.0
keeanu	3	100.0
sixguns	3	100.0
pointand	3	100.0
fauna	-1	66.6666666667
laughter	0	51.1111111111
heslov	-3	100.0
rufus	1	75.0
disowned	1	71.4285714286
dingily	3	100.0
performer	0	67.9611650485
filmmed	-3	100.0
slugging	-3	100.0
performed	0	62.9107981221
sharp	1	72.0
serendipity	-1	66.6666666667
zineb	6	100.0
andrade	3	100.0
swedish	0	54.4715447154
modernartloving	3	100.0
cuba	0	69.6428571429
nearheartening	3	100.0
3dimensional	0	66.6666666667
{margaret	3	100.0
flavored	0	50.0
unutterably	-3	100.0
epigrammatic	-3	100.0
unbelievable	-1	73.0158730159
douchess	3	100.0
bustedup	-3	100.0
keepsake	3	100.0
granddaughter	0	58.6206896552
karlok	3	100.0
unawares	-1	66.6666666667
belgians	2	83.3333333333
guberman	3	100.0
csi	-1	73.9130434783
tanvi	3	100.0
unutterable	-3	100.0
unbelievably	-1	66.9811320755
kentucy	-3	100.0
stockstill	-3	100.0
brobdingnags	3	100.0
overreaches	0	50.0
katayama	3	100.0
goodshe	-3	100.0
burglars	-1	66.6666666667
jekyllhyde	0	66.6666666667
fetishised	3	100.0
gerard	0	68.9655172414
mallika	-6	100.0
tierra	0	50.0
jürgens	-6	100.0
embelishment	3	100.0
susannah	0	55.5555555556
coincedental	3	100.0
amistad	-6	100.0
wuneng	-3	100.0
surebut	-3	100.0
pityfull	-3	100.0
eses	-3	100.0
courthouse	-1	66.6666666667
apex	3	100.0
rumoured	-6	100.0
cheerleaders	-3	95.2380952381
olsons	-3	100.0
eastmancolor	-3	100.0
dullness	-3	93.75
heated	0	64.7058823529
apec	3	100.0
aped	3	100.0
90minutelong	3	100.0
scarecrow	-3	91.3043478261
cains	3	100.0
unveiling	2	83.3333333333
ontakes	-3	100.0
filmjoseph	-3	100.0
cucaracha	-1	66.6666666667
sybils	3	100.0
caine	-1	65.625
gearing	0	50.0
physicpuzzles	-3	100.0
dabo	-2	83.3333333333
stahl	6	100.0
julliard	3	100.0
avons	-3	100.0
carpetbagger	3	100.0
possibilities	0	54.4303797468
nodding	-1	73.3333333333
hawaiis	-3	100.0
sitcomintomovie	3	100.0
serpentaur	-3	100.0
magnuson	-3	100.0
herahem	-3	100.0
gape	0	50.0
galpal	-3	100.0
oakie	2	87.5
approximates	0	50.0
gaps	0	55.3571428571
begun	0	58.3333333333
werckmeister	-3	100.0
grotesques	0	60.0
approximated	3	100.0
antidefamation	-3	100.0
adequately	0	57.8947368421
splashy	0	66.6666666667
almostbr	3	100.0
homefront	-1	62.5
100k	0	50.0
facially	3	100.0
fatherconfessor	-3	100.0
profit	0	52.1739130435
mcburneys	3	100.0
infuriates	1	70.0
attracted	0	52.3076923077
cripes	-3	100.0
100x	0	50.0
bugging	-1	62.5
dallesandro	0	68.4210526316
chupacabra	-3	98.6666666667
anwar	6	100.0
theory	0	54.8780487805
booby	-1	75.0
sexierof	-3	100.0
boobs	-1	79.5918367347
overground	-3	100.0
girlygirlno	3	100.0
cowless	-3	100.0
wal	1	75.0
dancergymnast	-3	100.0
ecchi	6	100.0
duvalier	0	50.0
characterand	0	50.0
maurier	-3	100.0
halfamphibious	3	100.0
extrodinaire	-3	100.0
100%	0	63.5514018692
impose	1	70.0
copslashactor	-3	100.0
clubbers	-1	75.0
macreadys	3	100.0
mccullochs	-3	100.0
brutalize	0	50.0
unborn	-1	68.75
1004	-3	100.0
harttransplant	-3	100.0
1001	3	100.0
1000	0	53.1914893617
origin	0	50.6024096386
sanchez	6	100.0
itnot	0	50.0
pensionable	3	100.0
acesiron	-3	100.0
predictive	3	100.0
greeshan	-3	100.0
incongruous	-1	70.0
dumbthe	-3	100.0
awfully	-1	73.417721519
bootycrack	3	100.0
simplified	0	54.5454545455
bradshaw	2	85.7142857143
salaam	-1	66.6666666667
alike	1	71.5596330275
croydonbr	3	100.0
airbus	-3	100.0
runkle	-3	100.0
frenchjapanese	-3	100.0
socialhealthhivviolencewar	-3	100.0
genrescholarly	3	100.0
mutated	-2	86.9565217391
fobs	-3	100.0
arsehole	-3	100.0
bondspaghetti	-3	100.0
premadonna	3	100.0
stimulation	-1	75.0
househelp	3	100.0
chastity	-1	60.0
tribeswomen	-3	100.0
hardwired	-3	100.0
twobit	-6	100.0
briton	3	100.0
soporific	-1	66.6666666667
taekyeong	-3	100.0
alyusuf	-3	100.0
executively	3	100.0
hubacs	3	100.0
promiscuous	0	63.6363636364
shuai	3	100.0
symbolically	2	80.0
chromosomes	-3	100.0
intrinsically	-2	83.3333333333
hackfords	2	83.3333333333
wat	0	50.0
lmao	-1	66.6666666667
bertram	-1	66.6666666667
rockadoodle	-3	100.0
require	-1	60.5263157895
janssen	-3	100.0
butspoilerthats	-3	100.0
stonerichardson	3	100.0
heists	2	85.7142857143
shotputters	3	100.0
dissapointed	2	80.0
truncating	3	100.0
360degree	-3	100.0
snobbusting	3	100.0
anf	-3	100.0
ang	-1	66.6666666667
mated	-3	100.0
ana	0	62.5
prc	-6	100.0
tunnelers	-3	100.0
anl	-3	100.0
matei	3	100.0
pro	1	71.7948717949
prn	-3	100.0
hershey	0	66.6666666667
weaselly	3	100.0
mateo	-2	81.8181818182
ant	-1	64.2857142857
arachnia	-6	100.0
mater	-1	60.0
mates	0	54.4303797468
arachnid	-3	100.0
prs	-3	100.0
ans	0	66.6666666667
hershel	-3	100.0
pry	-3	100.0
any	-1	60.5505831299
diarys	3	100.0
honest	3	100.0
asheboro	-3	100.0
centralamerican	-3	100.0
edtravis	-3	100.0
paulie	-1	66.6666666667
becoming	0	57.7981651376
aughrim	3	100.0
armando	0	50.0
fleisch	-3	100.0
vibrance	3	100.0
invasions	1	75.0
reteamed	-1	66.6666666667
falls	0	55.5701179554
ultrapatriotic	3	100.0
trivandrum	3	100.0
connor	-1	61.5384615385
freshman	-1	63.3333333333
monogatari	3	100.0
vibrancy	2	83.3333333333
lavatorial	-3	100.0
hennrys	-3	100.0
armands	-3	100.0
yaya	3	100.0
dorkins	-3	100.0
tvmade	-3	100.0
ovid	-3	100.0
unwisely	-2	83.3333333333
leadstake	3	100.0
retrieval	-3	100.0
dorking	3	100.0
violinplaying	3	100.0
bizarreness	0	62.5
cortex	-1	66.6666666667
cortez	2	89.4736842105
scientistwho	-3	100.0
duchesss	3	100.0
baudrillard	3	100.0
boffo	3	100.0
goodhumored	3	100.0
allamerican1940	3	100.0
decoder	-3	100.0
recipe	0	55.0
tomasellis	-3	100.0
jughead	3	100.0
djmc	3	100.0
multifaceted	1	77.7777777778
westwingish	-3	100.0
singlemindedly	-3	100.0
earing	0	66.6666666667
true	0	62.5758282781
matsuoka	-3	100.0
piranha	-6	100.0
overage	-3	100.0
explicitly	1	75.0
mindyoull	3	100.0
boyle	1	79.5454545455
lazyboy	-3	100.0
berton	3	100.0
chillier	-3	100.0
begging	-1	61.2244897959
boughs	-3	100.0
toandfro	-3	100.0
justines	3	100.0
closure	0	62.8571428571
regarding	0	53.2258064516
1829	3	100.0
1825	3	100.0
1824	-6	100.0
1821	-3	100.0
1820	-3	100.0
1823	-3	100.0
2412	-3	100.0
wasteofyourtime	-3	100.0
inuendos	3	100.0
rabins	3	100.0
artgarbage	-3	100.0
deterring	3	100.0
reveals	1	70.9090909091
turdish	-3	100.0
pummeled	-6	100.0
picnic	1	78.5714285714
rmt	3	100.0
feetand	-3	100.0
nursemadge	3	100.0
labors	-6	100.0
innards	-3	100.0
rouges	6	100.0
sorest	-3	100.0
obliging	0	50.0
catapulting	-3	100.0
jou	-6	100.0
stroumboulopoulos	-3	100.0
attuned	2	80.0
neuman	3	100.0
invoked	-2	80.0
belittles	2	80.0
predictableproamerican	-3	100.0
knoxville	2	83.3333333333
weapons	-1	66.1616161616
rendell	-3	100.0
appreciatedaccepted	3	100.0
invokes	0	66.6666666667
joy	0	69.9300699301
anodyne	-1	66.6666666667
199596	3	100.0
untrustworthy	-1	66.6666666667
bennettin	3	100.0
seriesoriented	3	100.0
tania	-6	100.0
froides	-3	100.0
movieshaving	-3	100.0
grieves	-1	75.0
watchingeye	-3	100.0
enigmas	3	100.0
bowwow	-3	100.0
grieved	-3	100.0
foxtrot	-3	100.0
kadosh	-6	100.0
emir	0	50.0
bianchis	-3	100.0
region	0	61.25
necktoknee	3	100.0
dwire	-1	77.7777777778
emit	0	66.6666666667
shenmue	3	100.0
egglehoffer	-3	100.0
pregadio	-3	100.0
senator	0	58.9743589744
deported	0	66.6666666667
cutlass	3	100.0
whombr	3	100.0
spiderwick	-3	100.0
promises	0	55.5555555556
resentment	1	73.6842105263
mirroring	0	66.6666666667
digression	3	100.0
archainbaud	-3	100.0
stutters	3	100.0
mezzo	-3	100.0
moneybr	-2	80.0
detected	1	70.0
coupe	-3	100.0
yearstoxic	-3	100.0
stylishly	0	53.8461538462
sequences1930s	-3	100.0
skyscrapers	6	100.0
coups	-3	100.0
tittle	-3	100.0
archrival	0	50.0
schoolboy	0	66.6666666667
robbed	0	53.488372093
vuosi	6	100.0
factbr	3	100.0
mocking	0	56.7567567568
mauderoxby	3	100.0
concubine	-1	66.6666666667
punoriented	3	100.0
kaos	3	100.0
ferrell	0	60.0
apparenlty	3	100.0
robber	0	63.8888888889
specialised	-3	100.0
woodian	-3	100.0
spiderman	0	53.3333333333
embodying	2	80.0
nothingness	-1	72.2222222222
arnold	-1	67.5
allegorically	3	100.0
specialises	-1	75.0
chiamavano	-3	100.0
shafi	3	100.0
gatemaple	-3	100.0
promised	0	51.8987341772
chariotbr	3	100.0
punches	0	55.9322033898
crusades	1	70.0
crusader	-1	60.0
fetuses	-2	80.0
tinys	-3	100.0
grundtalwell	-3	100.0
chopstick	-3	100.0
fauxpas	-3	100.0
converts	0	57.1428571429
whimpering	-1	75.0
mccranepurportedly	3	100.0
kickthecan	3	100.0
pruning	-3	100.0
teenagersonafling	-3	100.0
dominationsubmission	-3	100.0
liberalandtabloidtv	-3	100.0
offensebut	3	100.0
bryony	3	100.0
100100	3	100.0
jimboduckdotcom	3	100.0
assantes	-3	100.0
farmhands	-3	100.0
heartmassage	-3	100.0
crossfades	-3	100.0
anbr	1	71.4285714286
events	0	57.9207920792
moronic	-3	92.6470588235
palestiniancanadian	-3	100.0
provisos	-3	100.0
mineshaft	0	50.0
votary	3	100.0
leonid	3	100.0
applaud	0	52.380952381
narcoterrorist	3	100.0
receivingend	3	100.0
monkess	3	100.0
leonis	-3	100.0
devoid	-1	67.7685950413
arose	0	50.0
changing	0	53.7572254335
brainwash	-1	66.6666666667
chrissakes	-3	100.0
medvale	3	100.0
implements	-1	60.0
vantage	0	62.5
bomfunk	-3	100.0
modes	-1	60.0
oversensitive	-1	66.6666666667
purposeful	2	87.5
recital	0	57.1428571429
wiggly	-6	100.0
melodramatic	0	53.5714285714
girlchaser	-3	100.0
atkine	3	100.0
termination	6	100.0
model	0	53.3653846154
offensively	-3	92.3076923077
clod	-3	100.0
stammering	-1	75.0
clog	-3	100.0
loydd	-3	100.0
plotline	-1	66.6666666667
clot	-3	100.0
oki	3	100.0
manse	3	100.0
speleologists	-3	100.0
clos	3	100.0
behavioural	0	50.0
threebabesinahottub	-3	100.0
40somethings	3	100.0
perilous	0	66.6666666667
tonys	0	66.6666666667
bryn	3	100.0
bragas	3	100.0
womans	0	52.6717557252
anchorwoman	0	50.0
churns	0	54.5454545455
pallet	3	100.0
shipsairplanes	3	100.0
decompression	-3	100.0
lightheated	3	100.0
choosebecause	-3	100.0
firstperson	1	70.5882352941
womano	-3	100.0
kingdom	0	54.9295774648
vocalizing	3	100.0
cuumming	3	100.0
lobotimized	3	100.0
metabolismic	3	100.0
fortunatelyor	-3	100.0
predetermined	0	50.0
myagi	6	100.0
trafficfilled	3	100.0
overbroad	-3	100.0
enquirers	-3	100.0
standstill	0	50.0
callas	-1	66.6666666667
posehn	-3	100.0
cartoonery	-3	100.0
buddies	-1	63.2075471698
lyricism	0	66.6666666667
goddards	3	100.0
benefices	0	50.0
bayten	3	100.0
mid60s	3	100.0
callan	0	50.0
meaninglessness	-1	66.6666666667
tobolowsky	-3	100.0
ageness	-3	100.0
grimms	3	100.0
veracity	-2	80.0
pacific	-1	67.2131147541
kasparov	-6	100.0
ubercommandos	-3	100.0
gunfires	0	50.0
canteen	3	100.0
metanarrative	-3	100.0
cheesykitsch	-3	100.0
foespick	3	100.0
pseudomacho	-3	100.0
provided	0	54.8872180451
webbing	-3	100.0
grice	3	100.0
prolific	0	52.0
teachings	0	63.6363636364
shirtless	-2	81.8181818182
legal	0	56.5217391304
delectation	-3	100.0
whitehorse	-3	100.0
smelliest	-3	100.0
provides	0	66.7682926829
provider	1	77.7777777778
2xs	3	100.0
terrifies	-3	100.0
welcome	0	58.6826347305
wacthing	-3	100.0
birkett	3	100.0
cutiewho	3	100.0
movienot	-3	100.0
hindley	-3	100.0
terrified	0	54.2372881356
ladled	3	100.0
goghs	3	100.0
grantlee	3	100.0
noncatching	-3	100.0
rearranging	-1	66.6666666667
wades	2	80.0
earthfor	3	100.0
zealous	-2	87.5
farhads	-3	100.0
paralysis	-1	75.0
fights	0	52.2727272727
innocencebut	3	100.0
medicare	3	100.0
cartier	3	100.0
waded	-3	100.0
titos	-1	66.6666666667
showboat	3	100.0
voorhes	0	50.0
vicar	0	53.3333333333
strickened	3	100.0
uproots	3	100.0
orlaski	3	100.0
americayet	3	100.0
girolamos	3	100.0
gornoly	-3	100.0
razbin	3	100.0
iulia	-3	100.0
speculated	6	100.0
daywalker	6	100.0
sportabout	3	100.0
reflexes	0	50.0
prepschool	-3	100.0
needn’t	3	100.0
postscream	3	100.0
upespecially	3	100.0
naughty	0	50.0
detectable	0	50.0
coltranes	3	100.0
naturedness	3	100.0
railsbacks	-3	100.0
besides	0	54.8717948718
proeuthanasia	3	100.0
unholliwood	3	100.0
unpolished	1	75.0
morrison	0	50.0
750	0	50.0
757	-3	100.0
illuminated	3	92.3076923077
backhandedly	-3	100.0
seatjust	-3	100.0
streetsof	3	100.0
unpredictablewhich	3	100.0
illuminates	6	100.0
swathed	-6	100.0
bulletholed	-3	100.0
75%	-1	69.2307692308
aldas	-6	100.0
701s	3	100.0
ashlata	3	100.0
[%historical	-3	100.0
lilica	3	100.0
mortals	1	75.0
seabr	-3	100.0
victimisation	0	50.0
wiggling	0	60.0
polanski	0	58.3333333333
preside	-3	100.0
sullivans	0	66.6666666667
presido	-3	100.0
obtains	-2	83.3333333333
cbc	1	71.4285714286
taylor	0	63.4146341463
czechoslovak	3	100.0
colloquialisms	0	66.6666666667
underacts	-3	100.0
horrorif	-3	100.0
azucena	-2	83.3333333333
tubercular	3	100.0
cbm	-3	100.0
cbr	-1	75.0
cbs	0	62.2222222222
singlereeler	3	100.0
alongisde	3	100.0
clamshells	-3	100.0
stumbled	0	59.1549295775
1year	3	100.0
idiot	-1	71.0900473934
necrophiliac	0	50.0
diarrhea	-6	100.0
coactors	0	50.0
regents	-3	100.0
stumbler	-3	100.0
stumbles	0	57.6271186441
aplots	-3	100.0
manhiem	-3	100.0
cronkite	0	66.6666666667
epathas	3	100.0
whodunits	0	50.0
bounder	3	100.0
decisionhe	3	100.0
durning	3	92.3076923077
infighting	-1	66.6666666667
bruckner	-2	87.5
gadjo	3	100.0
topshot	3	100.0
wirth	6	100.0
ptown	-6	100.0
nucleus	0	60.0
boobytrapped	3	100.0
miseenscene	0	58.8235294118
included	0	50.3846153846
hardliving	-3	100.0
spouse	0	69.2307692308
muldoon	-3	100.0
botoxed	0	50.0
carbs	-3	100.0
carbr	-3	100.0
selfidentical	3	100.0
invest	-1	69.4444444444
uglier	-3	100.0
curve	-1	66.6666666667
sexaddict	-3	100.0
curvy	-1	66.6666666667
ratted	0	50.0
ensuring	3	90.0
fizzle	0	60.0
burmize	3	100.0
unadvertised	-3	100.0
rogersin	3	100.0
contructed	3	100.0
pageants	0	50.0
seals	-2	85.0
hectors	-3	100.0
headbutting	3	100.0
follow	0	52.6397515528
extremitys	-3	100.0
settlement	2	81.8181818182
shockjolts	-3	100.0
technicolorian	-3	100.0
kutcher	0	52.380952381
polarity	-1	66.6666666667
enfields	-3	100.0
subjected	-1	70.1492537313
removal	0	53.8461538462
fellings	-3	100.0
overlychoreographed	-3	100.0
dreamcast	3	100.0
sappyi	3	100.0
belonging	0	52.0
worse	-2	83.698630137
bubbled	3	100.0
cadaver	-6	100.0
preconceptionsexpectations	3	100.0
worst	-3	92.5309597523
hatching	0	50.0
bubbles	-1	78.5714285714
wilting	3	100.0
manandwoman	3	100.0
lestradehes	3	100.0
porgy	2	84.8484848485
cinematographically	0	50.0
undone	-1	66.6666666667
saxophone	-3	92.8571428571
oncefabulous	-3	100.0
teh	2	80.0
tel	3	100.0
padrino	1	71.4285714286
ten	0	53.0393325387
tea	0	59.7826086957
ted	0	65.9685863874
tee	1	75.0
tex	0	62.5
adamantly	-1	60.0
tep	0	50.0
theaterbr	0	50.0
prowl	1	70.0
aurthur	3	100.0
bitespecially	3	100.0
beattie	-3	100.0
rvam	-3	100.0
ovarian	6	100.0
piechart	-3	100.0
andaaz	3	100.0
thelen	1	75.0
letterperfect	-3	100.0
lepson	-3	100.0
recurve	-3	100.0
pulsing	2	87.5
raceoff	-3	100.0
leepeter	3	100.0
absurdism	0	66.6666666667
eventuate	-3	100.0
extraordinarytrying	3	100.0
absurdist	2	82.3529411765
directions	0	52.1739130435
transfigure	3	100.0
epitome	0	56.0
arandas	-1	66.6666666667
hightech	-1	66.6666666667
graciousness	3	100.0
defectiveness	3	100.0
optioni	3	100.0
longas	3	100.0
deities	2	87.5
jogshuffle	-3	100.0
sophisticate	-3	100.0
stonybrook	3	100.0
9dollar	-3	100.0
crybaby	-1	70.0
hotunderthecollar	-3	100.0
bgrade	-1	62.8571428571
options	0	58.3333333333
giveaway	-2	88.8888888889
2000d	-3	100.0
snug	-1	75.0
2000s	0	50.0
messiahs	-3	100.0
1908	3	100.0
1909	3	100.0
1906	1	75.0
1907	3	100.0
1904	3	90.0
fartsy	0	50.0
1902	0	50.0
1903	-2	80.0
1900	0	62.5
1901	3	100.0
producerdirectorbut	3	100.0
taloned	3	100.0
pseudoshakespearean	-3	100.0
truetheres	3	100.0
selfsickening	3	100.0
compensate	-1	71.1111111111
clattenburgs	-3	100.0
tikka	0	50.0
englishsorry	-3	100.0
queenswhat	-3	100.0
guygood	3	100.0
tusk	3	100.0
kyles	3	100.0
frankenstin	3	100.0
hellinduced	-3	100.0
wikipediabr	-3	100.0
largescale	2	80.0
swamiaddicted	3	100.0
toxins	3	100.0
nonwestern	3	100.0
sentry	-1	66.6666666667
wyomingis	3	100.0
finland	1	73.0769230769
skinpeelinging	-3	100.0
promisekeeping	3	100.0
epics	1	72.7272727273
methodist	-3	100.0
