word	postive count	negative count	totalscore	accuracy
milch	1	0	1	1.0
patricia	0	1	-1	1.0
hackman	0	2	-2	1.0
lured	0	1	-1	1.0
nato	0	1	-1	1.0
definitive	2	0	2	1.0
fate	1	0	1	1.0
immediately	2	1	1	0.666666666667
prominent	1	0	1	1.0
necessary	2	1	1	0.666666666667
lost	11	5	6	0.6875
fernando	2	0	2	1.0
candy	0	2	-2	1.0
gangsters	1	0	1	1.0
lose	3	0	3	1.0
setups	0	1	-1	1.0
page	1	0	1	1.0
adversity	0	1	-1	1.0
greenlit	0	1	-1	1.0
warmed	1	0	1	1.0
gillian	0	1	-1	1.0
wenders	1	0	1	1.0
belonged	0	1	-1	1.0
library	1	1	0	0.5
semblance	0	1	-1	1.0
shes	1	2	-1	0.666666666667
home	9	5	4	0.642857142857
peter	4	2	2	0.666666666667
heartache	1	0	1	1.0
demonstrates	1	0	1	1.0
appreciative	1	0	1	1.0
tadpole	1	0	1	1.0
adventuring	1	0	1	1.0
demonstrated	2	0	2	1.0
paramilitaries	0	1	-1	1.0
medieval	0	1	-1	1.0
ayone	1	0	1	1.0
usaf	0	1	-1	1.0
allrap	0	1	-1	1.0
recognized	1	0	1	1.0
filmbr	1	0	1	1.0
puppies	1	0	1	1.0
dub	1	0	1	1.0
stakes	1	0	1	1.0
readjusts	1	0	1	1.0
equally	1	1	0	0.5
ulees	1	0	1	1.0
political	2	1	1	0.666666666667
h1	1	0	1	1.0
washington	1	1	0	0.5
couldnt	1	2	-1	0.666666666667
strategy	1	0	1	1.0
doubtless	1	0	1	1.0
pc	1	0	1	1.0
daniels	1	0	1	1.0
protectors	1	0	1	1.0
figuratively	0	1	-1	1.0
invisibility	0	1	-1	1.0
notices	0	1	-1	1.0
recruited	1	0	1	1.0
north	2	2	0	0.5
gait	1	0	1	1.0
subjective	1	0	1	1.0
ear	0	2	-2	1.0
eat	3	1	2	0.75
he	95	58	37	0.62091503268
cells	0	1	-1	1.0
signed	0	2	-2	1.0
cruel	1	0	1	1.0
stories	4	2	2	0.666666666667
piece	2	3	-1	0.6
display	2	0	2	1.0
devise	0	1	-1	1.0
universal	1	0	1	1.0
penny	2	0	2	1.0
upsets	2	0	2	1.0
beats	1	0	1	1.0
functions	1	0	1	1.0
funiest	1	0	1	1.0
spellbinding	2	0	2	1.0
finch	1	0	1	1.0
misconceptions	1	0	1	1.0
star	8	5	3	0.615384615385
astounding	1	0	1	1.0
deangelis	1	0	1	1.0
stay	4	1	3	0.8
stan	0	1	-1	1.0
doggedly	1	0	1	1.0
friends	9	1	8	0.9
extras	1	0	1	1.0
determination	1	1	0	0.5
aided	0	1	-1	1.0
todays	1	0	1	1.0
similarity	0	1	-1	1.0
andre	2	0	2	1.0
asian	1	3	-2	0.75
perverted	1	0	1	1.0
consists	2	1	1	0.666666666667
captain	1	2	-1	0.666666666667
minuscule	1	0	1	1.0
whose	5	1	4	0.833333333333
gamut	1	0	1	1.0
buddy	0	3	-3	1.0
tremors	0	1	-1	1.0
presents	2	1	1	0.666666666667
lugosis	0	1	-1	1.0
kidman	0	1	-1	1.0
teaching	1	0	1	1.0
sorry	2	0	2	1.0
rescue	0	5	-5	1.0
void	0	1	-1	1.0
govern	1	0	1	1.0
overcomes	1	0	1	1.0
affect	2	0	2	1.0
courageous	1	1	0	0.5
vast	1	0	1	1.0
look	14	15	-1	0.51724137931
skills	1	1	0	0.5
carrie	0	1	-1	1.0
correct	1	0	1	1.0
unrelated	1	0	1	1.0
clothes	0	1	-1	1.0
force	2	1	1	0.666666666667
japanese	4	0	4	1.0
commandos	1	0	1	1.0
likely	1	1	0	0.5
tomassi	1	0	1	1.0
cesar	2	0	2	1.0
fixin	0	1	-1	1.0
even	22	26	-4	0.541666666667
wreck	1	0	1	1.0
menacingwithout	1	0	1	1.0
orchestra	1	0	1	1.0
asia	1	1	0	0.5
haze	1	0	1	1.0
new	16	3	13	0.842105263158
net	1	0	1	1.0
ever	18	10	8	0.642857142857
reviving	1	0	1	1.0
meg	0	1	-1	1.0
men	6	6	0	0.5
met	0	1	-1	1.0
active	1	0	1	1.0
flatley	0	3	-3	1.0
antisemitic	0	1	-1	1.0
rests	5	0	5	1.0
allstar	0	1	-1	1.0
taped	1	0	1	1.0
cindy	0	1	-1	1.0
permit	1	0	1	1.0
zombi	7	0	7	1.0
suitable	2	1	1	0.666666666667
intrigue	1	0	1	1.0
astute	1	0	1	1.0
eyebrows	1	0	1	1.0
digitally	1	0	1	1.0
objectively	0	1	-1	1.0
county	2	0	2	1.0
occupys	0	1	-1	1.0
ninety	1	0	1	1.0
moral	3	0	3	1.0
landscape	1	0	1	1.0
criminals	1	1	0	0.5
army	2	4	-2	0.666666666667
edward	2	0	2	1.0
call	2	3	-1	0.6
calm	1	0	1	1.0
survive	1	0	1	1.0
type	8	3	5	0.727272727273
tell	13	2	11	0.866666666667
calf	0	1	-1	1.0
pusser	5	4	1	0.555555555556
posting	1	0	1	1.0
oscar	2	0	2	1.0
expose	0	1	-1	1.0
wars	3	1	2	0.75
adult	1	3	-2	0.75
pocasni	1	0	1	1.0
inhabited	1	0	1	1.0
kumar	1	0	1	1.0
rook	2	0	2	1.0
room	5	4	1	0.555555555556
rights	2	0	2	1.0
awakening	0	1	-1	1.0
movies	21	13	8	0.617647058824
tagalog	1	0	1	1.0
guise	0	1	-1	1.0
benshi	1	0	1	1.0
give	10	5	5	0.666666666667
climax	1	1	0	0.5
laughs	4	1	3	0.8
foods	0	1	-1	1.0
cursory	0	1	-1	1.0
unforgettable	2	0	2	1.0
allens	1	0	1	1.0
kabul	0	1	-1	1.0
stupidity	0	1	-1	1.0
kilmer	0	2	-2	1.0
answer	2	2	0	0.5
disassemble	0	1	-1	1.0
thankyou	1	0	1	1.0
waterfront	1	0	1	1.0
president	0	1	-1	1.0
attempt	5	0	5	1.0
overtaken	1	0	1	1.0
goodbye	1	0	1	1.0
first	23	22	1	0.511111111111
o´briain	1	0	1	1.0
keyboard	1	1	0	0.5
captions	1	0	1	1.0
budding	2	1	1	0.666666666667
before	17	12	5	0.586206896552
personal	1	1	0	0.5
crew	4	3	1	0.571428571429
plantation	1	0	1	1.0
enlisted	1	1	0	0.5
weeks	1	2	-1	0.666666666667
overcome	2	1	1	0.666666666667
combination	1	0	1	1.0
9	2	1	1	0.666666666667
therapy	0	1	-1	1.0
downright	0	1	-1	1.0
grammar	0	1	-1	1.0
meat	0	1	-1	1.0
lorenz	0	2	-2	1.0
roast	1	0	1	1.0
went	5	2	3	0.714285714286
side	7	0	7	1.0
bone	1	0	1	1.0
mean	4	3	1	0.571428571429
calmly	0	1	-1	1.0
certifiably	0	2	-2	1.0
principles	0	1	-1	1.0
taught	1	1	0	0.5
forgot	0	1	-1	1.0
navy	11	6	5	0.647058823529
aids	1	0	1	1.0
extract	1	0	1	1.0
comedies	1	0	1	1.0
sahay	2	0	2	1.0
kier	0	1	-1	1.0
satans	2	0	2	1.0
videotape	2	0	2	1.0
surprise	1	3	-2	0.75
turning	1	1	0	0.5
revenge	2	4	-2	0.666666666667
graaff	1	0	1	1.0
cement	0	1	-1	1.0
242	0	2	-2	1.0
starts	4	9	-5	0.692307692308
messages	0	1	-1	1.0
stewart	5	0	5	1.0
wronged	0	1	-1	1.0
features	5	2	3	0.714285714286
toupee	1	0	1	1.0
hoot	1	0	1	1.0
hook	1	0	1	1.0
featured	1	0	1	1.0
disappearing	1	3	-2	0.75
struts	0	1	-1	1.0
girls	4	9	-5	0.692307692308
twisted	1	0	1	1.0
gandolfini	0	2	-2	1.0
hollywood	5	3	2	0.625
dramatized	1	0	1	1.0
godawful	1	0	1	1.0
somewhat	2	1	1	0.666666666667
requisite	1	0	1	1.0
shekhar	1	0	1	1.0
begins	2	3	-1	0.6
distance	1	1	0	0.5
anxiety	1	0	1	1.0
fairytale	0	1	-1	1.0
enabled	1	0	1	1.0
matter	7	1	6	0.875
street	1	1	0	0.5
silly	1	1	0	0.5
bidder	2	0	2	1.0
mini	1	0	1	1.0
sees	2	1	1	0.666666666667
modern	4	1	3	0.8
mind	11	2	9	0.846153846154
mine	6	0	6	1.0
ginger	0	2	-2	1.0
telly	1	0	1	1.0
seen	36	16	20	0.692307692308
seem	5	1	4	0.833333333333
mins	0	2	-2	1.0
tells	8	2	6	0.8
sharecroppers	1	0	1	1.0
fitting	1	0	1	1.0
chess	2	0	2	1.0
quarterback	0	2	-2	1.0
farenheight	0	1	-1	1.0
scoobydoo	0	1	-1	1.0
rowsdower	0	1	-1	1.0
treasonous	0	1	-1	1.0
don	2	2	0	0.5
medical	1	0	1	1.0
dog	1	1	0	0.5
points	3	3	0	0.5
parenthesis	1	0	1	1.0
annoyed	0	1	-1	1.0
lyrics	1	0	1	1.0
ending	6	7	-1	0.538461538462
chord	0	1	-1	1.0
finelytuned	1	0	1	1.0
plimtons	0	1	-1	1.0
marvelously	1	0	1	1.0
judges	1	0	1	1.0
explain	0	1	-1	1.0
horrormovie	1	0	1	1.0
sugar	1	1	0	0.5
stabbing	0	1	-1	1.0
integrate	1	0	1	1.0
wearing	0	2	-2	1.0
conduct	0	1	-1	1.0
stop	2	3	-1	0.6
coast	0	1	-1	1.0
cracks	0	1	-1	1.0
chronological	0	1	-1	1.0
bay	1	0	1	1.0
bag	0	1	-1	1.0
monumental	1	0	1	1.0
aldatakes	0	1	-1	1.0
earp	1	0	1	1.0
decides	3	3	0	0.5
fascinating	1	0	1	1.0
imitate	1	0	1	1.0
decided	2	2	0	0.5
hemolytic	1	0	1	1.0
hit	5	0	5	1.0
sinks	0	1	-1	1.0
voyage	0	1	-1	1.0
said	10	5	5	0.666666666667
05	1	0	1	1.0
artificial	1	0	1	1.0
wears	0	1	-1	1.0
vows	0	1	-1	1.0
obsessiveness	1	0	1	1.0
buford	2	0	2	1.0
vernon	0	1	-1	1.0
iceman	0	1	-1	1.0
virtuosity	1	0	1	1.0
cousin	1	2	-1	0.666666666667
bangkok	1	0	1	1.0
waterman	1	0	1	1.0
against	4	5	-1	0.555555555556
roedel	1	0	1	1.0
appeared	0	4	-4	1.0
height	0	1	-1	1.0
offerings	1	0	1	1.0
quinn	1	0	1	1.0
ether	1	0	1	1.0
proceeded	0	1	-1	1.0
asks	6	3	3	0.666666666667
basis	1	0	1	1.0
mythological	1	0	1	1.0
three	9	8	1	0.529411764706
maughms	0	1	-1	1.0
recognised	1	0	1	1.0
basic	1	0	1	1.0
entered	1	0	1	1.0
sunshine	0	2	-2	1.0
aviation	1	0	1	1.0
regretted	1	0	1	1.0
intead	0	1	-1	1.0
vendetta	0	1	-1	1.0
tastes	1	0	1	1.0
near	2	1	1	0.666666666667
neat	0	1	-1	1.0
murders	2	1	1	0.666666666667
employees	0	1	-1	1.0
chilling	2	0	2	1.0
seven	1	1	0	0.5
cane	1	0	1	1.0
krige	0	1	-1	1.0
is	323	188	135	0.632093933464
it	255	153	102	0.625
cant	9	10	-1	0.526315789474
im	16	16	0	0.5
cans	0	1	-1	1.0
in	348	191	157	0.645640074212
seattle	1	0	1	1.0
mouse	1	0	1	1.0
id	0	2	-2	1.0
disappear	1	0	1	1.0
if	45	41	4	0.523255813953
grown	1	0	1	1.0
make	19	13	6	0.59375
surpring	1	0	1	1.0
ratingdaghang	1	0	1	1.0
unrated	0	1	-1	1.0
grows	0	1	-1	1.0
meets	2	1	1	0.666666666667
condemnation	0	1	-1	1.0
differing	1	0	1	1.0
kim	1	0	1	1.0
kia	0	1	-1	1.0
opportunity	0	2	-2	1.0
thoughts	1	1	0	0.5
kid	1	2	-1	0.666666666667
butter	1	0	1	1.0
kueifei	1	0	1	1.0
romp	0	1	-1	1.0
programs	0	1	-1	1.0
youre	2	3	-1	0.6
romy	1	0	1	1.0
rome	1	0	1	1.0
claims	1	3	-2	0.75
left	4	4	0	0.5
consciousness	1	0	1	1.0
seventieseighties	1	0	1	1.0
crewed	0	1	-1	1.0
human	8	2	6	0.8
facts	3	1	2	0.75
yes	1	5	-4	0.833333333333
yet	8	6	2	0.571428571429
candidate	0	1	-1	1.0
character	23	6	17	0.793103448276
salamat	1	0	1	1.0
save	2	2	0	0.5
designate	1	0	1	1.0
egan	0	2	-2	1.0
background	1	0	1	1.0
destroy	1	0	1	1.0
spielbergs	1	0	1	1.0
depicts	1	0	1	1.0
dreams	1	0	1	1.0
shoulder	1	0	1	1.0
giancaspro	0	1	-1	1.0
nude	0	1	-1	1.0
zombies	4	3	1	0.571428571429
www	0	1	-1	1.0
dean	3	1	2	0.75
deal	1	2	-1	0.666666666667
somehow	2	1	1	0.666666666667
dead	3	8	-5	0.727272727273
dear	0	1	-1	1.0
[and	0	1	-1	1.0
theatrical	1	0	1	1.0
track	2	2	0	0.5
dispelled	1	0	1	1.0
novelties	0	1	-1	1.0
lorre	1	0	1	1.0
translated	2	0	2	1.0
mid50s	1	0	1	1.0
protagonist	2	1	1	0.666666666667
burr	1	0	1	1.0
super	0	1	-1	1.0
empowerment	1	0	1	1.0
magazine	0	2	-2	1.0
afternoon	0	1	-1	1.0
automatically	1	0	1	1.0
farrell	1	1	0	0.5
whats	1	2	-1	0.666666666667
electrocuting	0	1	-1	1.0
chooses	0	1	-1	1.0
down	15	10	5	0.6
lies	2	1	1	0.666666666667
narration	1	0	1	1.0
annoyance	0	2	-2	1.0
amazingly	1	0	1	1.0
initial	1	1	0	0.5
winters	2	0	2	1.0
editor	1	0	1	1.0
factions	0	1	-1	1.0
faring	1	0	1	1.0
form	5	2	3	0.714285714286
evinces	1	0	1	1.0
sickest	0	1	-1	1.0
landing	0	3	-3	1.0
pierre	2	0	2	1.0
failure	1	0	1	1.0
granger	1	0	1	1.0
hoosier	0	1	-1	1.0
protestant	1	0	1	1.0
staged	1	2	-1	0.666666666667
horrifying	3	0	3	1.0
propaganda	1	1	0	0.5
bogart	0	1	-1	1.0
ship	2	2	0	0.5
semisubmerged	0	1	-1	1.0
generally	0	1	-1	1.0
garland	2	0	2	1.0
savage	1	0	1	1.0
dies	2	0	2	1.0
felt	2	0	2	1.0
trepidation	1	0	1	1.0
journey	1	0	1	1.0
weekend	0	1	-1	1.0
russo	0	1	-1	1.0
died	3	1	2	0.75
writerdirector	1	0	1	1.0
jones	2	1	1	0.666666666667
happening	4	0	4	1.0
assume	1	0	1	1.0
jacket	1	1	0	0.5
teeth	0	2	-2	1.0
shop	1	1	0	0.5
managed	1	0	1	1.0
kruschen	1	0	1	1.0
skip	0	1	-1	1.0
fabrazio	1	0	1	1.0
maiming	0	1	-1	1.0
souls	2	0	2	1.0
mild	1	2	-1	0.666666666667
manages	1	3	-2	0.75
skin	1	3	-2	0.75
milk	1	0	1	1.0
suicide	5	3	2	0.625
fancies	1	0	1	1.0
outdated	0	1	-1	1.0
father	10	5	5	0.666666666667
disgusting	0	1	-1	1.0
0	0	1	-1	1.0
finally	5	3	2	0.625
petersburg	0	1	-1	1.0
shoot	1	1	0	0.5
string	0	1	-1	1.0
penniless	0	1	-1	1.0
tends	1	0	1	1.0
1992	1	0	1	1.0
millenia	1	0	1	1.0
stereotypepredicable	0	1	-1	1.0
1994	0	1	-1	1.0
did	25	25	0	0.5
die	3	0	3	1.0
dig	0	1	-1	1.0
keepers	1	0	1	1.0
travels	6	0	6	1.0
item	1	0	1	1.0
therapist	0	1	-1	1.0
round	0	3	-3	1.0
olympic	0	1	-1	1.0
unexpected	1	0	1	1.0
eating	1	3	-2	0.75
majors	0	1	-1	1.0
resurgence	1	0	1	1.0
adds	2	0	2	1.0
heres	3	0	3	1.0
drunkard	0	1	-1	1.0
filled	3	1	2	0.75
seahunt	2	0	2	1.0
makeup	0	1	-1	1.0
french	9	4	5	0.692307692308
deceit	1	0	1	1.0
wait	3	3	0	0.5
box	1	0	1	1.0
boy	9	7	2	0.5625
canadian	1	2	-1	0.666666666667
bratty	0	1	-1	1.0
shift	1	0	1	1.0
exploitation	1	2	-1	0.666666666667
convoys	1	0	1	1.0
diagnosed	1	0	1	1.0
bog	1	0	1	1.0
breathtaking	1	0	1	1.0
useful	1	1	0	0.5
merely	1	1	0	0.5
ailing	0	1	-1	1.0
sympathetic	1	1	0	0.5
troops	3	0	3	1.0
pere	1	0	1	1.0
sake	0	1	-1	1.0
france	4	1	3	0.8
insider	1	0	1	1.0
pert	0	1	-1	1.0
effort	1	2	-1	0.666666666667
fly	1	0	1	1.0
soul	2	0	2	1.0
reviews	1	0	1	1.0
brashear	3	0	3	1.0
growing	2	0	2	1.0
making	3	7	-4	0.7
nearest	1	0	1	1.0
crazy	2	4	-2	0.666666666667
kenneth	1	0	1	1.0
winston	0	1	-1	1.0
confused	4	0	4	1.0
attemptsthis	1	0	1	1.0
dennis	1	0	1	1.0
till	3	0	3	1.0
sunday	4	1	3	0.8
pure	0	1	-1	1.0
wordofmouth	1	0	1	1.0
staying	0	1	-1	1.0
may	11	12	-1	0.521739130435
max	1	0	1	1.0
twentysomething	1	0	1	1.0
mad	1	1	0	0.5
guys	5	3	2	0.625
man	21	24	-3	0.533333333333
neck	0	1	-1	1.0
johnson	0	2	-2	1.0
maybe	12	10	2	0.545454545455
plotis	0	1	-1	1.0
misogynists	1	0	1	1.0
tale	1	1	0	0.5
pickett	0	1	-1	1.0
jail	0	1	-1	1.0
unleash	1	0	1	1.0
talk	1	2	-1	0.666666666667
serge	0	1	-1	1.0
cute	2	1	1	0.666666666667
shaky	1	0	1	1.0
denial	0	1	-1	1.0
pitch	0	1	-1	1.0
hardtobelieve	1	0	1	1.0
group	6	2	4	0.75
thank	5	0	5	1.0
matinée	0	1	-1	1.0
malechauvinist	1	0	1	1.0
main	5	7	-2	0.583333333333
texas	0	2	-2	1.0
views	3	0	3	1.0
killer	5	4	1	0.555555555556
sarcastic	1	0	1	1.0
lunch	1	0	1	1.0
killed	6	5	1	0.545454545455
magellan33	1	0	1	1.0
adamdanny	0	1	-1	1.0
logans	0	1	-1	1.0
rock	2	1	1	0.666666666667
colleagues	0	1	-1	1.0
agin	0	1	-1	1.0
elephants	1	0	1	1.0
lycra	0	1	-1	1.0
conventions	1	0	1	1.0
fingertips	1	0	1	1.0
girl	13	8	5	0.619047619048
living	7	2	5	0.777777777778
operates	1	0	1	1.0
pamela	1	0	1	1.0
ymca	2	0	2	1.0
dutch	0	1	-1	1.0
insecure	1	0	1	1.0
earlier	1	2	-1	0.666666666667
monster	0	2	-2	1.0
gouge	0	1	-1	1.0
spies	1	0	1	1.0
oro	1	0	1	1.0
california	1	0	1	1.0
stanwyck	1	0	1	1.0
advance	1	0	1	1.0
madchen	0	1	-1	1.0
language	3	5	-2	0.625
ministry	1	0	1	1.0
trackersjourneymen	5	0	5	1.0
thing	16	10	6	0.615384615385
jumping	1	0	1	1.0
liveaction	0	1	-1	1.0
think	35	22	13	0.614035087719
macon	1	0	1	1.0
cheese	2	1	1	0.666666666667
fleeing	1	0	1	1.0
americans	1	1	0	0.5
long	5	1	4	0.833333333333
sounds	2	2	0	0.5
cris	0	1	-1	1.0
little	16	15	1	0.516129032258
flatiron	1	0	1	1.0
anyone	9	3	6	0.75
probibly	1	0	1	1.0
escort	0	1	-1	1.0
speaking	2	2	0	0.5
coburn	0	1	-1	1.0
eyes	2	3	-1	0.6
eponymous	1	0	1	1.0
inefficient	0	1	-1	1.0
moscow	0	1	-1	1.0
continuous	0	1	-1	1.0
accurately	1	0	1	1.0
broadcast	3	0	3	1.0
11	2	2	0	0.5
10	10	7	3	0.588235294118
13	0	1	-1	1.0
12	1	2	-1	0.666666666667
15	0	1	-1	1.0
18	1	0	1	1.0
victorian	1	0	1	1.0
were	33	19	14	0.634615384615
gigantic	0	1	-1	1.0
sean	1	1	0	0.5
mountains	2	2	0	0.5
marijuana	2	0	2	1.0
voices	1	0	1	1.0
narrator	2	0	2	1.0
comedian	1	0	1	1.0
nazi	1	0	1	1.0
kevin	1	1	0	0.5
speakers	1	0	1	1.0
allison	4	0	4	1.0
efficient	1	0	1	1.0
answering	0	1	-1	1.0
shocked	3	0	3	1.0
potential	2	0	2	1.0
performance	5	6	-1	0.545454545455
channel	0	1	-1	1.0
ultimate	1	0	1	1.0
theatre	3	0	3	1.0
normal	3	1	2	0.75
arguing	1	0	1	1.0
paid	0	2	-2	1.0
assault	0	2	-2	1.0
nolan	1	0	1	1.0
beth	0	2	-2	1.0
hardships	0	1	-1	1.0
especially	7	0	7	1.0
surprising	2	0	2	1.0
angst	0	1	-1	1.0
larry	0	1	-1	1.0
harvey	0	1	-1	1.0
precise	0	1	-1	1.0
rating	7	1	6	0.875
shot	3	3	0	0.5
show	13	18	-5	0.58064516129
contemporary	1	0	1	1.0
bedside	1	0	1	1.0
corner	1	0	1	1.0
reel	1	0	1	1.0
dick	0	1	-1	1.0
enough	4	10	-6	0.714285714286
black	11	9	2	0.55
travesty	0	1	-1	1.0
fiendish	0	1	-1	1.0
get	19	17	2	0.527777777778
killers	3	1	2	0.75
nearly	2	1	1	0.666666666667
hotshot	0	1	-1	1.0
businesswoman	0	1	-1	1.0
communicates	1	0	1	1.0
slaughters	1	0	1	1.0
yield	0	1	-1	1.0
morning	3	0	3	1.0
finishing	0	1	-1	1.0
branagh	1	0	1	1.0
honesty	0	1	-1	1.0
starlet	1	0	1	1.0
declares	1	0	1	1.0
wonder	1	5	-4	0.833333333333
gags	1	0	1	1.0
behind	4	5	-1	0.555555555556
diamonds	1	0	1	1.0
chews	0	1	-1	1.0
reading	4	2	2	0.666666666667
across	4	3	1	0.571428571429
satiate	1	0	1	1.0
august	1	0	1	1.0
parent	0	1	-1	1.0
jr	2	1	1	0.666666666667
killing	2	2	0	0.5
tub	1	0	1	1.0
jg	1	0	1	1.0
stinker	0	1	-1	1.0
according	2	1	1	0.666666666667
marked	0	1	-1	1.0
dated	2	0	2	1.0
remake	1	0	1	1.0
among	1	0	1	1.0
innovations	1	0	1	1.0
maintained	1	0	1	1.0
kimmell	0	1	-1	1.0
driscolls	1	0	1	1.0
englebert	1	0	1	1.0
arts	2	2	0	0.5
underworld	1	0	1	1.0
capable	1	0	1	1.0
gooding	1	0	1	1.0
mark	1	1	0	0.5
acre	1	0	1	1.0
spiritsnothing	0	1	-1	1.0
mary	0	4	-4	1.0
votrian	0	1	-1	1.0
educated	0	1	-1	1.0
graveyard	0	1	-1	1.0
offered	2	0	2	1.0
dramatic	1	2	-1	0.666666666667
wake	2	0	2	1.0
desenex	0	1	-1	1.0
those	17	16	1	0.515151515152
sound	2	5	-3	0.714285714286
stacked	0	1	-1	1.0
novello	0	1	-1	1.0
promising	0	1	-1	1.0
cancelled	1	0	1	1.0
antony	0	1	-1	1.0
conferences	1	0	1	1.0
eventually	5	0	5	1.0
marcel	1	0	1	1.0
againnever	0	1	-1	1.0
middle	3	2	1	0.6
purportedly	1	0	1	1.0
obnoxious	0	1	-1	1.0
everyday	2	0	2	1.0
movements	0	1	-1	1.0
different	14	8	6	0.636363636364
firststrike	0	1	-1	1.0
pay	0	1	-1	1.0
tour	0	1	-1	1.0
same	16	6	10	0.727272727273
speech	0	1	-1	1.0
1900s	1	0	1	1.0
oil	4	0	4	1.0
httpwww	1	0	1	1.0
companion	1	0	1	1.0
running	3	3	0	0.5
driven	0	1	-1	1.0
totally	3	2	1	0.6
largely	2	0	2	1.0
onedimensional	0	1	-1	1.0
roughly	0	1	-1	1.0
solve	2	2	0	0.5
parody	5	0	5	1.0
money	1	4	-3	0.8
aspect	2	0	2	1.0
gigilike	1	0	1	1.0
flavor	1	0	1	1.0
smarmylooking	0	1	-1	1.0
pile	1	2	-1	0.666666666667
4	0	1	-1	1.0
maugham	0	1	-1	1.0
grip	0	1	-1	1.0
jake	2	0	2	1.0
mom	4	5	-1	0.555555555556
mob	1	0	1	1.0
aiming	1	0	1	1.0
grin	0	1	-1	1.0
christina	0	1	-1	1.0
medellin	0	1	-1	1.0
lightning	1	0	1	1.0
ballstothewall	0	1	-1	1.0
audience	8	2	6	0.8
either	5	1	4	0.833333333333
served	2	1	1	0.666666666667
passionate	1	0	1	1.0
cabo	1	1	0	0.5
witchcraft	1	0	1	1.0
alternately	0	1	-1	1.0
images	8	2	6	0.8
lunar	0	1	-1	1.0
margolin	0	1	-1	1.0
seconds	0	4	-4	1.0
dali	1	0	1	1.0
unusual	4	0	4	1.0
broken	1	1	0	0.5
despicable	0	2	-2	1.0
heflin	3	0	3	1.0
roaming	0	1	-1	1.0
refers	1	0	1	1.0
stations	0	2	-2	1.0
island	2	3	-1	0.6
violence	2	3	-1	0.6
meaning	2	2	0	0.5
mixes	1	0	1	1.0
demonic	0	2	-2	1.0
youve	4	1	3	0.8
threesome	0	2	-2	1.0
road	1	1	0	0.5
imitated	1	0	1	1.0
purported	1	0	1	1.0
spreading	1	0	1	1.0
unnerved	0	1	-1	1.0
references	1	0	1	1.0
dreaming	1	0	1	1.0
panaghoy	2	0	2	1.0
breath	1	0	1	1.0
downed	1	0	1	1.0
vh1	1	0	1	1.0
lions	1	2	-1	0.666666666667
pretends	0	1	-1	1.0
showerman	1	0	1	1.0
judging	1	0	1	1.0
gore	4	6	-2	0.6
arranged	2	0	2	1.0
romantic	6	0	6	1.0
drills	0	1	-1	1.0
vhs	2	0	2	1.0
wastrel	1	0	1	1.0
videos	1	0	1	1.0
deer	0	3	-3	1.0
deep	4	0	4	1.0
general	0	2	-2	1.0
imagination	3	0	3	1.0
gumby	1	0	1	1.0
girlfriend	1	4	-3	0.8
lifetime	1	1	0	0.5
goebbels	3	1	2	0.75
film	167	73	94	0.695833333333
again	13	7	6	0.65
izzard	1	0	1	1.0
retiring	0	2	-2	1.0
turmoils	1	0	1	1.0
drivers	0	1	-1	1.0
field	1	2	-1	0.666666666667
stilted	1	0	1	1.0
shelter	1	0	1	1.0
packaging	0	1	-1	1.0
important	1	1	0	0.5
chris	2	0	2	1.0
decorated	1	0	1	1.0
prudent	0	1	-1	1.0
remote	0	3	-3	1.0
buffalo	4	0	4	1.0
collegiate	0	1	-1	1.0
excretion	0	1	-1	1.0
u	1	4	-3	0.8
resembles	2	0	2	1.0
resolution	0	1	-1	1.0
represent	1	0	1	1.0
forget	7	3	4	0.7
dollar	1	3	-2	0.75
founded	1	1	0	0.5
talks	0	2	-2	1.0
sacrilage	0	1	-1	1.0
liam	0	2	-2	1.0
children	2	7	-5	0.777777777778
carnys	0	1	-1	1.0
rwanda	0	1	-1	1.0
crimson	0	1	-1	1.0
enjoying	1	0	1	1.0
hideous	0	1	-1	1.0
straightforward	1	0	1	1.0
sitting	4	1	3	0.8
plausibility	0	1	-1	1.0
fall	2	0	2	1.0
musseum	1	0	1	1.0
difference	3	1	2	0.75
steve	1	0	1	1.0
oneal	0	1	-1	1.0
mothers	1	1	0	0.5
exploitive	1	0	1	1.0
titled	1	0	1	1.0
ditto	1	0	1	1.0
grabs	0	1	-1	1.0
go	24	13	11	0.648648648649
zero	1	0	1	1.0
perception	1	0	1	1.0
perspective	1	0	1	1.0
lawyer	1	1	0	0.5
further	2	0	2	1.0
creatures	1	2	-1	0.666666666667
abc	1	0	1	1.0
nicelooking	1	0	1	1.0
tribute	1	0	1	1.0
public	1	1	0	0.5
movement	2	0	2	1.0
operating	0	1	-1	1.0
mid1910s	1	0	1	1.0
commercially	1	0	1	1.0
table	1	1	0	0.5
search	1	1	0	0.5
misery	1	0	1	1.0
mentions	0	1	-1	1.0
narrow	1	2	-1	0.666666666667
quotient	1	0	1	1.0
whimsical	1	0	1	1.0
modernday	1	0	1	1.0
barker	0	1	-1	1.0
promuslimization	0	1	-1	1.0
busey	0	1	-1	1.0
establish	1	0	1	1.0
eye	3	5	-2	0.625
levine	0	1	-1	1.0
two	23	23	0	0.5
comparing	2	0	2	1.0
mankind	1	0	1	1.0
yolande	2	0	2	1.0
leonard	0	2	-2	1.0
controlling	1	0	1	1.0
dubious	1	0	1	1.0
